Identifier:,IHS7044-20214I01,,,,,,IHS7044-20214I01,,,,,,IHS7044-20214I01,,,,,,IHS7044-20214I01,,,,,,IHS7044-20214I01,,,,,,IHS7044-20214I01,,,,,,IHS7044-20214I01,,,,,,IHS7044-20214I01,,,,,,IHS7044-20214I01,,,,,,
  85,     338,    0.0021,     342,    0.0042,      -4,   -0.0000,     478,    0.0029,       5,    0.0001,     473,    0.0058,     690,    0.0021,     376,    0.0023,     314,    0.0019,    1087,    0.0033,     524,    0.0032,     563,    0.0034,     716,    0.0022,      59,    0.0004,     657,    0.0040,    1089,    0.0017,     662,    0.0020,     427,    0.0013,     813,    0.0012,     430,    0.0013,     383,    0.0012,    1394,    0.0021,     789,    0.0024,     605,    0.0018,     599,    0.0037,     343,    0.0042,     256,    0.0031,
  86,     326,    0.0020,     336,    0.0041,     -10,   -0.0001,     469,    0.0029,       7,    0.0001,     462,    0.0056,     674,    0.0021,     365,    0.0022,     309,    0.0019,    1042,    0.0032,     518,    0.0032,     524,    0.0032,     696,    0.0021,      40,    0.0002,     656,    0.0040,    1121,    0.0017,     691,    0.0021,     430,    0.0013,     820,    0.0013,     394,    0.0012,     426,    0.0013,    1405,    0.0021,     814,    0.0025,     591,    0.0018,     593,    0.0036,     354,    0.0043,     239,    0.0029,
  87,     324,    0.0020,     334,    0.0041,     -10,   -0.0001,     460,    0.0028,      14,    0.0002,     446,    0.0054,     654,    0.0020,     340,    0.0021,     314,    0.0019,    1006,    0.0031,     522,    0.0032,     484,    0.0030,     668,    0.0020,      26,    0.0002,     642,    0.0039,    1153,    0.0018,     723,    0.0022,     430,    0.0013,     849,    0.0013,     370,    0.0011,     479,    0.0015,    1411,    0.0022,     832,    0.0025,     579,    0.0018,     591,    0.0036,     352,    0.0043,     239,    0.0029,
  88,     327,    0.0020,     334,    0.0041,      -7,   -0.0001,     455,    0.0028,      27,    0.0003,     428,    0.0052,     635,    0.0019,     304,    0.0019,     331,    0.0020,     991,    0.0030,     540,    0.0033,     451,    0.0028,     636,    0.0019,      19,    0.0001,     617,    0.0038,    1177,    0.0018,     751,    0.0023,     426,    0.0013,     894,    0.0014,     363,    0.0011,     531,    0.0016,    1414,    0.0022,     841,    0.0026,     573,    0.0017,     591,    0.0036,     336,    0.0041,     255,    0.0031,
  89,     335,    0.0020,     337,    0.0041,      -2,   -0.0000,     452,    0.0028,      41,    0.0005,     411,    0.0050,     619,    0.0019,     261,    0.0016,     358,    0.0022,    1004,    0.0031,     571,    0.0035,     433,    0.0026,     603,    0.0018,      17,    0.0001,     586,    0.0036,    1186,    0.0018,     770,    0.0023,     416,    0.0013,     947,    0.0014,     375,    0.0011,     572,    0.0017,    1414,    0.0022,     839,    0.0026,     575,    0.0018,     592,    0.0036,     310,    0.0038,     282,    0.0034,
  90,     342,    0.0021,     339,    0.0041,       3,    0.0000,     454,    0.0028,      56,    0.0007,     398,    0.0049,     609,    0.0019,     216,    0.0013,     393,    0.0024,    1045,    0.0032,     611,    0.0037,     434,    0.0026,     575,    0.0018,      18,    0.0001,     557,    0.0034,    1176,    0.0018,     776,    0.0024,     400,    0.0012,     996,    0.0015,     402,    0.0012,     594,    0.0018,    1413,    0.0022,     827,    0.0025,     586,    0.0018,     592,    0.0036,     280,    0.0034,     312,    0.0038,
  91,     347,    0.0021,     340,    0.0042,       7,    0.0001,     458,    0.0028,      68,    0.0008,     390,    0.0048,     604,    0.0018,     175,    0.0011,     429,    0.0026,    1108,    0.0034,     655,    0.0040,     453,    0.0028,     553,    0.0017,      19,    0.0001,     534,    0.0033,    1147,    0.0018,     767,    0.0023,     380,    0.0012,    1030,    0.0016,     440,    0.0013,     590,    0.0018,    1414,    0.0022,     811,    0.0025,     603,    0.0018,     590,    0.0036,     251,    0.0031,     339,    0.0041,
  92,     346,    0.0021,     339,    0.0041,       7,    0.0001,     465,    0.0028,      76,    0.0009,     389,    0.0047,     606,    0.0018,     144,    0.0009,     462,    0.0028,    1183,    0.0036,     696,    0.0042,     487,    0.0030,     541,    0.0017,      17,    0.0001,     524,    0.0032,    1103,    0.0017,     746,    0.0023,     357,    0.0011,    1042,    0.0016,     479,    0.0015,     563,    0.0017,    1417,    0.0022,     793,    0.0024,     624,    0.0019,     583,    0.0036,     229,    0.0028,     354,    0.0043,
  93,     336,    0.0021,     333,    0.0041,       3,    0.0000,     469,    0.0029,      77,    0.0009,     392,    0.0048,     611,    0.0019,     125,    0.0008,     486,    0.0030,    1254,    0.0038,     727,    0.0044,     527,    0.0032,     536,    0.0016,      10,    0.0001,     526,    0.0032,    1051,    0.0016,     717,    0.0022,     334,    0.0010,    1029,    0.0016,     510,    0.0016,     519,    0.0016,    1422,    0.0022,     778,    0.0024,     644,    0.0020,     571,    0.0035,     219,    0.0027,     352,    0.0043,
  94,     319,    0.0019,     324,    0.0040,      -5,   -0.0001,     472,    0.0029,      73,    0.0009,     399,    0.0049,     616,    0.0019,     118,    0.0007,     498,    0.0030,    1309,    0.0040,     745,    0.0045,     564,    0.0034,     538,    0.0016,      -3,   -0.0000,     541,    0.0033,     998,    0.0015,     684,    0.0021,     314,    0.0010,     993,    0.0015,     527,    0.0016,     466,    0.0014,    1429,    0.0022,     770,    0.0023,     659,    0.0020,     555,    0.0034,     222,    0.0027,     333,    0.0041,
  95,     295,    0.0018,     312,    0.0038,     -17,   -0.0002,     471,    0.0029,      65,    0.0008,     406,    0.0050,     619,    0.0019,     121,    0.0007,     498,    0.0030,    1337,    0.0041,     748,    0.0046,     589,    0.0036,     541,    0.0017,     -23,   -0.0001,     564,    0.0034,     955,    0.0015,     656,    0.0020,     299,    0.0009,     940,    0.0014,     524,    0.0016,     416,    0.0013,    1437,    0.0022,     771,    0.0024,     666,    0.0020,     536,    0.0033,     237,    0.0029,     299,    0.0037,
  96,     267,    0.0016,     297,    0.0036,     -30,   -0.0004,     465,    0.0028,      55,    0.0007,     410,    0.0050,     617,    0.0019,     129,    0.0008,     488,    0.0030,    1334,    0.0041,     737,    0.0045,     597,    0.0036,     542,    0.0017,     -47,   -0.0003,     589,    0.0036,     926,    0.0014,     638,    0.0019,     288,    0.0009,     882,    0.0013,     502,    0.0015,     380,    0.0012,    1443,    0.0022,     780,    0.0024,     663,    0.0020,     515,    0.0031,     261,    0.0032,     254,    0.0031,
  97,     239,    0.0015,     282,    0.0034,     -43,   -0.0005,     454,    0.0028,      46,    0.0006,     408,    0.0050,     607,    0.0019,     136,    0.0008,     471,    0.0029,    1301,    0.0040,     717,    0.0044,     584,    0.0036,     536,    0.0016,     -74,   -0.0005,     610,    0.0037,     914,    0.0014,     632,    0.0019,     282,    0.0009,     829,    0.0013,     464,    0.0014,     365,    0.0011,    1447,    0.0022,     796,    0.0024,     651,    0.0020,     494,    0.0030,     286,    0.0035,     208,    0.0025,
  98,     214,    0.0013,     268,    0.0033,     -54,   -0.0007,     439,    0.0027,      40,    0.0005,     399,    0.0049,     589,    0.0018,     136,    0.0008,     453,    0.0028,    1248,    0.0038,     695,    0.0042,     553,    0.0034,     521,    0.0016,     -99,   -0.0006,     620,    0.0038,     918,    0.0014,     638,    0.0019,     280,    0.0009,     792,    0.0012,     418,    0.0013,     374,    0.0011,    1446,    0.0022,     815,    0.0025,     631,    0.0019,     476,    0.0029,     307,    0.0037,     169,    0.0021,
  99,     197,    0.0012,     257,    0.0031,     -60,   -0.0007,     424,    0.0026,      40,    0.0005,     384,    0.0047,     566,    0.0017,     126,    0.0008,     440,    0.0027,    1185,    0.0036,     677,    0.0041,     508,    0.0031,     496,    0.0015,    -121,   -0.0007,     617,    0.0038,     934,    0.0014,     656,    0.0020,     278,    0.0008,     778,    0.0012,     373,    0.0011,     405,    0.0012,    1440,    0.0022,     832,    0.0025,     608,    0.0019,     461,    0.0028,     319,    0.0039,     142,    0.0017,
 100,     186,    0.0011,     248,    0.0030,     -62,   -0.0008,     408,    0.0025,      45,    0.0005,     363,    0.0044,     538,    0.0016,     102,    0.0006,     436,    0.0027,    1127,    0.0034,     668,    0.0041,     459,    0.0028,     461,    0.0014,    -137,   -0.0008,     598,    0.0037,     953,    0.0015,     678,    0.0021,     275,    0.0008,     787,    0.0012,     337,    0.0010,     450,    0.0014,    1428,    0.0022,     842,    0.0026,     586,    0.0018,     449,    0.0027,     317,    0.0039,     132,    0.0016,
 101,     183,    0.0011,     243,    0.0030,     -60,   -0.0007,     395,    0.0024,      56,    0.0007,     339,    0.0041,     508,    0.0016,      65,    0.0004,     443,    0.0027,    1087,    0.0033,     673,    0.0041,     414,    0.0025,     421,    0.0013,    -147,   -0.0009,     568,    0.0035,     966,    0.0015,     699,    0.0021,     267,    0.0008,     815,    0.0012,     317,    0.0010,     498,    0.0015,    1412,    0.0022,     843,    0.0026,     569,    0.0017,     440,    0.0027,     301,    0.0037,     139,    0.0017,
 102,     186,    0.0011,     241,    0.0029,     -55,   -0.0007,     384,    0.0023,      69,    0.0008,     315,    0.0038,     482,    0.0015,      20,    0.0001,     462,    0.0028,    1073,    0.0033,     691,    0.0042,     382,    0.0023,     379,    0.0012,    -150,   -0.0009,     529,    0.0032,     967,    0.0015,     713,    0.0022,     254,    0.0008,     856,    0.0013,     317,    0.0010,     539,    0.0016,    1393,    0.0021,     833,    0.0025,     560,    0.0017,     434,    0.0026,     274,    0.0033,     160,    0.0020,
 103,     190,    0.0012,     239,    0.0029,     -49,   -0.0006,     378,    0.0023,      84,    0.0010,     294,    0.0036,     461,    0.0014,     -28,   -0.0002,     489,    0.0030,    1089,    0.0033,     720,    0.0044,     369,    0.0023,     340,    0.0010,    -150,   -0.0009,     490,    0.0030,     949,    0.0014,     714,    0.0022,     235,    0.0007,     895,    0.0014,     334,    0.0010,     561,    0.0017,    1372,    0.0021,     813,    0.0025,     559,    0.0017,     427,    0.0026,     240,    0.0029,     187,    0.0023,
 104,     193,    0.0012,     237,    0.0029,     -44,   -0.0005,     375,    0.0023,      97,    0.0012,     278,    0.0034,     446,    0.0014,     -74,   -0.0005,     520,    0.0032,    1131,    0.0035,     755,    0.0046,     376,    0.0023,     308,    0.0009,    -148,   -0.0009,     456,    0.0028,     912,    0.0014,     701,    0.0021,     211,    0.0006,     924,    0.0014,     364,    0.0011,     560,    0.0017,    1352,    0.0021,     785,    0.0024,     567,    0.0017,     418,    0.0026,     205,    0.0025,     213,    0.0026,
 105,     190,    0.0012,     232,    0.0028,     -42,   -0.0005,     376,    0.0023,     106,    0.0013,     270,    0.0033,     437,    0.0013,    -112,   -0.0007,     549,    0.0034,    1188,    0.0036,     789,    0.0048,     399,    0.0024,     285,    0.0009,    -147,   -0.0009,     432,    0.0026,     857,    0.0013,     673,    0.0021,     184,    0.0006,     931,    0.0014,     398,    0.0012,     533,    0.0016,    1334,    0.0020,     755,    0.0023,     579,    0.0018,     406,    0.0025,     176,    0.0021,     230,    0.0028,
 106,     180,    0.0011,     224,    0.0027,     -44,   -0.0005,     376,    0.0023,     109,    0.0013,     267,    0.0033,     434,    0.0013,    -137,   -0.0008,     571,    0.0035,    1248,    0.0038,     816,    0.0050,     432,    0.0026,     271,    0.0008,    -151,   -0.0009,     422,    0.0026,     791,    0.0012,     635,    0.0019,     156,    0.0005,     914,    0.0014,     428,    0.0013,     486,    0.0015,    1318,    0.0020,     726,    0.0022,     592,    0.0018,     389,    0.0024,     158,    0.0019,     231,    0.0028,
 107,     161,    0.0010,     212,    0.0026,     -51,   -0.0006,     374,    0.0023,     106,    0.0013,     268,    0.0033,     431,    0.0013,    -150,   -0.0009,     581,    0.0035,    1295,    0.0040,     829,    0.0051,     466,    0.0028,     264,    0.0008,    -162,   -0.0010,     426,    0.0026,     723,    0.0011,     593,    0.0018,     130,    0.0004,     871,    0.0013,     445,    0.0014,     426,    0.0013,    1306,    0.0020,     704,    0.0021,     602,    0.0018,     367,    0.0022,     153,    0.0019,     214,    0.0026,
 108,     134,    0.0008,     196,    0.0024,     -62,   -0.0008,     368,    0.0022,      98,    0.0012,     270,    0.0033,     428,    0.0013,    -151,   -0.0009,     579,    0.0035,    1317,    0.0040,     827,    0.0050,     490,    0.0030,     261,    0.0008,    -178,   -0.0011,     439,    0.0027,     661,    0.0010,     552,    0.0017,     109,    0.0003,     810,    0.0012,     443,    0.0014,     367,    0.0011,    1294,    0.0020,     690,    0.0021,     604,    0.0018,     342,    0.0021,     161,    0.0020,     181,    0.0022,
 109,     104,    0.0006,     178,    0.0022,     -74,   -0.0009,     358,    0.0022,      87,    0.0011,     271,    0.0033,     421,    0.0013,    -144,   -0.0009,     565,    0.0034,    1309,    0.0040,     810,    0.0049,     499,    0.0030,     256,    0.0008,    -201,   -0.0012,     457,    0.0028,     613,    0.0009,     520,    0.0016,      93,    0.0003,     739,    0.0011,     422,    0.0013,     317,    0.0010,    1283,    0.0020,     686,    0.0021,     597,    0.0018,     314,    0.0019,     179,    0.0022,     135,    0.0016,
 110,      72,    0.0004,     159,    0.0019,     -87,   -0.0011,     343,    0.0021,      76,    0.0009,     267,    0.0033,     406,    0.0012,    -137,   -0.0008,     543,    0.0033,    1268,    0.0039,     782,    0.0048,     486,    0.0030,     247,    0.0008,    -226,   -0.0014,     473,    0.0029,     582,    0.0009,     500,    0.0015,      82,    0.0003,     670,    0.0010,     382,    0.0012,     288,    0.0009,    1269,    0.0019,     690,    0.0021,     579,    0.0018,     286,    0.0017,     201,    0.0025,      85,    0.0010,
 111,      42,    0.0003,     141,    0.0017,     -99,   -0.0012,     323,    0.0020,      67,    0.0008,     256,    0.0031,     384,    0.0012,    -133,   -0.0008,     517,    0.0032,    1202,    0.0037,     749,    0.0046,     453,    0.0028,     230,    0.0007,    -251,   -0.0015,     481,    0.0029,     570,    0.0009,     494,    0.0015,      76,    0.0002,     615,    0.0009,     332,    0.0010,     283,    0.0009,    1251,    0.0019,     698,    0.0021,     553,    0.0017,     260,    0.0016,     222,    0.0027,      38,    0.0005,
 112,      18,    0.0001,     124,    0.0015,    -106,   -0.0013,     302,    0.0018,      64,    0.0008,     238,    0.0029,     355,    0.0011,    -140,   -0.0009,     495,    0.0030,    1123,    0.0034,     718,    0.0044,     405,    0.0025,     202,    0.0006,    -273,   -0.0017,     475,    0.0029,     571,    0.0009,     499,    0.0015,      72,    0.0002,     581,    0.0009,     279,    0.0009,     302,    0.0009,    1228,    0.0019,     706,    0.0022,     522,    0.0016,     237,    0.0014,     234,    0.0029,       3,    0.0000,
 113,       3,    0.0000,     112,    0.0014,    -109,   -0.0013,     280,    0.0017,      66,    0.0008,     214,    0.0026,     320,    0.0010,    -160,   -0.0010,     480,    0.0029,    1042,    0.0032,     694,    0.0042,     348,    0.0021,     166,    0.0005,    -289,   -0.0018,     455,    0.0028,     580,    0.0009,     513,    0.0016,      67,    0.0002,     571,    0.0009,     233,    0.0007,     338,    0.0010,    1199,    0.0018,     709,    0.0022,     490,    0.0015,     218,    0.0013,     234,    0.0029,     -16,   -0.0002,
 114,      -4,   -0.0000,     103,    0.0013,    -107,   -0.0013,     260,    0.0016,      74,    0.0009,     186,    0.0023,     284,    0.0009,    -192,   -0.0012,     476,    0.0029,     977,    0.0030,     684,    0.0042,     293,    0.0018,     121,    0.0004,    -299,   -0.0018,     420,    0.0026,     585,    0.0009,     527,    0.0016,      58,    0.0002,     583,    0.0009,     201,    0.0006,     382,    0.0012,    1165,    0.0018,     703,    0.0021,     462,    0.0014,     204,    0.0012,     220,    0.0027,     -16,   -0.0002,
 115,      -6,   -0.0000,      96,    0.0012,    -102,   -0.0012,     243,    0.0015,      86,    0.0010,     157,    0.0019,     250,    0.0008,    -235,   -0.0014,     485,    0.0030,     937,    0.0029,     688,    0.0042,     249,    0.0015,      74,    0.0002,    -302,   -0.0018,     376,    0.0023,     581,    0.0009,     536,    0.0016,      45,    0.0001,     609,    0.0009,     188,    0.0006,     421,    0.0013,    1128,    0.0017,     686,    0.0021,     442,    0.0013,     192,    0.0012,     193,    0.0024,      -1,   -0.0000,
 116,      -3,   -0.0000,      92,    0.0011,     -95,   -0.0012,     231,    0.0014,     101,    0.0012,     130,    0.0016,     220,    0.0007,    -283,   -0.0017,     503,    0.0031,     927,    0.0028,     704,    0.0043,     223,    0.0014,      30,    0.0001,    -299,   -0.0018,     329,    0.0020,     559,    0.0009,     534,    0.0016,      25,    0.0001,     641,    0.0010,     195,    0.0006,     446,    0.0014,    1089,    0.0017,     658,    0.0020,     431,    0.0013,     179,    0.0011,     156,    0.0019,      23,    0.0003,
 117,      -1,   -0.0000,      87,    0.0011,     -88,   -0.0011,     222,    0.0014,     114,    0.0014,     108,    0.0013,     197,    0.0006,    -330,   -0.0020,     527,    0.0032,     946,    0.0029,     728,    0.0044,     218,    0.0013,     -10,   -0.0000,    -295,   -0.0018,     285,    0.0017,     517,    0.0008,     517,    0.0016,       0,    0.0000,     664,    0.0010,     217,    0.0007,     447,    0.0014,    1049,    0.0016,     621,    0.0019,     428,    0.0013,     167,    0.0010,     117,    0.0014,      50,    0.0006,
 118,      -2,   -0.0000,      81,    0.0010,     -83,   -0.0010,     216,    0.0013,     123,    0.0015,      93,    0.0011,     181,    0.0006,    -370,   -0.0023,     551,    0.0034,     985,    0.0030,     754,    0.0046,     231,    0.0014,     -40,   -0.0001,    -290,   -0.0018,     250,    0.0015,     457,    0.0007,     486,    0.0015,     -29,   -0.0001,     669,    0.0010,     247,    0.0008,     422,    0.0013,    1012,    0.0015,     580,    0.0018,     432,    0.0013,     151,    0.0009,      82,    0.0010,      69,    0.0008,
 119,     -11,   -0.0001,      72,    0.0009,     -83,   -0.0010,     212,    0.0013,     127,    0.0016,      85,    0.0010,     171,    0.0005,    -398,   -0.0024,     569,    0.0035,    1031,    0.0031,     774,    0.0047,     257,    0.0016,     -60,   -0.0002,    -289,   -0.0018,     229,    0.0014,     383,    0.0006,     442,    0.0013,     -59,   -0.0002,     651,    0.0010,     276,    0.0008,     375,    0.0011,     979,    0.0015,     540,    0.0016,     439,    0.0013,     131,    0.0008,      56,    0.0007,      75,    0.0009,
 120,     -28,   -0.0002,      59,    0.0007,     -87,   -0.0011,     207,    0.0013,     125,    0.0015,      82,    0.0010,     163,    0.0005,    -413,   -0.0025,     576,    0.0035,    1069,    0.0033,     782,    0.0048,     287,    0.0018,     -72,   -0.0002,    -294,   -0.0018,     222,    0.0014,     305,    0.0005,     392,    0.0012,     -87,   -0.0003,     606,    0.0009,     295,    0.0009,     311,    0.0009,     948,    0.0014,     504,    0.0015,     444,    0.0014,     107,    0.0007,      44,    0.0005,      63,    0.0008,
 121,     -53,   -0.0003,      42,    0.0005,     -95,   -0.0012,     199,    0.0012,     117,    0.0014,      82,    0.0010,     156,    0.0005,    -415,   -0.0025,     571,    0.0035,    1087,    0.0033,     775,    0.0047,     312,    0.0019,     -79,   -0.0002,    -306,   -0.0019,     227,    0.0014,     231,    0.0004,     342,    0.0010,    -111,   -0.0003,     540,    0.0008,     296,    0.0009,     244,    0.0007,     920,    0.0014,     477,    0.0015,     443,    0.0014,      79,    0.0005,      46,    0.0006,      33,    0.0004,
 122,     -85,   -0.0005,      22,    0.0003,    -107,   -0.0013,     187,    0.0011,     105,    0.0013,      82,    0.0010,     145,    0.0004,    -408,   -0.0025,     553,    0.0034,    1074,    0.0033,     752,    0.0046,     322,    0.0020,     -83,   -0.0003,    -323,   -0.0020,     240,    0.0015,     168,    0.0003,     298,    0.0009,    -130,   -0.0004,     461,    0.0007,     277,    0.0008,     184,    0.0006,     893,    0.0014,     461,    0.0014,     432,    0.0013,      48,    0.0003,      59,    0.0007,     -11,   -0.0001,
 123,    -119,   -0.0007,       0,    0.0000,    -119,   -0.0015,     170,    0.0010,      93,    0.0011,      77,    0.0009,     129,    0.0004,    -396,   -0.0024,     525,    0.0032,    1028,    0.0031,     716,    0.0044,     312,    0.0019,     -92,   -0.0003,    -344,   -0.0021,     252,    0.0015,     124,    0.0002,     266,    0.0008,    -142,   -0.0004,     380,    0.0006,     239,    0.0007,     141,    0.0004,     864,    0.0013,     453,    0.0014,     411,    0.0013,      16,    0.0001,      79,    0.0010,     -63,   -0.0008,
 124,    -151,   -0.0009,     -21,   -0.0003,    -130,   -0.0016,     148,    0.0009,      82,    0.0010,      66,    0.0008,     106,    0.0003,    -387,   -0.0024,     493,    0.0030,     954,    0.0029,     673,    0.0041,     281,    0.0017,    -107,   -0.0003,    -366,   -0.0022,     259,    0.0016,      98,    0.0001,     248,    0.0008,    -150,   -0.0005,     309,    0.0005,     186,    0.0006,     123,    0.0004,     833,    0.0013,     452,    0.0014,     381,    0.0012,     -13,   -0.0001,     100,    0.0012,    -113,   -0.0014,
 125,    -177,   -0.0011,     -39,   -0.0005,    -138,   -0.0017,     123,    0.0008,      75,    0.0009,      48,    0.0006,      75,    0.0002,    -386,   -0.0024,     461,    0.0028,     861,    0.0026,     629,    0.0038,     232,    0.0014,    -133,   -0.0004,    -386,   -0.0024,     253,    0.0015,      90,    0.0001,     244,    0.0007,    -154,   -0.0005,     258,    0.0004,     128,    0.0004,     130,    0.0004,     797,    0.0012,     453,    0.0014,     344,    0.0010,     -40,   -0.0002,     114,    0.0014,    -154,   -0.0019,
 126,    -196,   -0.0012,     -55,   -0.0007,    -141,   -0.0017,      98,    0.0006,      74,    0.0009,      24,    0.0003,      37,    0.0001,    -398,   -0.0024,     435,    0.0027,     763,    0.0023,     592,    0.0036,     171,    0.0010,    -168,   -0.0005,    -401,   -0.0024,     233,    0.0014,      91,    0.0001,     249,    0.0008,    -158,   -0.0005,     232,    0.0004,      74,    0.0002,     158,    0.0005,     756,    0.0012,     451,    0.0014,     305,    0.0009,     -63,   -0.0004,     117,    0.0014,    -180,   -0.0022,
 127,    -205,   -0.0013,     -66,   -0.0008,    -139,   -0.0017,      73,    0.0004,      79,    0.0010,      -6,   -0.0001,      -2,   -0.0000,    -422,   -0.0026,     420,    0.0026,     675,    0.0021,     566,    0.0035,     109,    0.0007,    -211,   -0.0006,    -409,   -0.0025,     198,    0.0012,      95,    0.0001,     259,    0.0008,    -164,   -0.0005,     230,    0.0004,      32,    0.0001,     198,    0.0006,     708,    0.0011,     440,    0.0013,     268,    0.0008,     -82,   -0.0005,     105,    0.0013,    -187,   -0.0023,
 128,    -207,   -0.0013,     -74,   -0.0009,    -133,   -0.0016,      51,    0.0003,      89,    0.0011,     -38,   -0.0005,     -40,   -0.0001,    -458,   -0.0028,     418,    0.0026,     610,    0.0019,     555,    0.0034,      55,    0.0003,    -259,   -0.0008,    -410,   -0.0025,     151,    0.0009,      90,    0.0001,     265,    0.0008,    -175,   -0.0005,     246,    0.0004,       9,    0.0000,     237,    0.0007,     658,    0.0010,     419,    0.0013,     239,    0.0007,     -96,   -0.0006,      80,    0.0010,    -176,   -0.0021,
 129,    -204,   -0.0012,     -80,   -0.0010,    -124,   -0.0015,      34,    0.0002,     102,    0.0012,     -68,   -0.0008,     -75,   -0.0002,    -501,   -0.0031,     426,    0.0026,     576,    0.0018,     558,    0.0034,      18,    0.0001,    -305,   -0.0009,    -404,   -0.0025,      99,    0.0006,      71,    0.0001,     263,    0.0008,    -192,   -0.0006,     271,    0.0004,       7,    0.0000,     264,    0.0008,     605,    0.0009,     387,    0.0012,     218,    0.0007,    -109,   -0.0007,      44,    0.0005,    -153,   -0.0019,
 130,    -200,   -0.0012,     -85,   -0.0010,    -115,   -0.0014,      22,    0.0001,     116,    0.0014,     -94,   -0.0011,    -102,   -0.0003,    -545,   -0.0033,     443,    0.0027,     573,    0.0017,     572,    0.0035,       1,    0.0000,    -347,   -0.0011,    -395,   -0.0024,      48,    0.0003,      32,    0.0000,     246,    0.0008,    -214,   -0.0007,     292,    0.0004,      22,    0.0001,     270,    0.0008,     552,    0.0008,     344,    0.0010,     208,    0.0006,    -123,   -0.0008,       3,    0.0000,    -126,   -0.0015,
 131,    -198,   -0.0012,     -90,   -0.0011,    -108,   -0.0013,      14,    0.0001,     126,    0.0015,    -112,   -0.0014,    -123,   -0.0004,    -584,   -0.0036,     461,    0.0028,     595,    0.0018,     589,    0.0036,       6,    0.0000,    -380,   -0.0012,    -385,   -0.0023,       5,    0.0000,     -27,   -0.0000,     214,    0.0007,    -241,   -0.0007,     299,    0.0005,      49,    0.0001,     250,    0.0008,     501,    0.0008,     296,    0.0009,     205,    0.0006,    -139,   -0.0008,     -37,   -0.0005,    -102,   -0.0012,
 132,    -203,   -0.0012,     -99,   -0.0012,    -104,   -0.0013,       7,    0.0000,     131,    0.0016,    -124,   -0.0015,    -137,   -0.0004,    -612,   -0.0037,     475,    0.0029,     629,    0.0019,     603,    0.0037,      26,    0.0002,    -401,   -0.0012,    -377,   -0.0023,     -24,   -0.0001,    -102,   -0.0002,     168,    0.0005,    -270,   -0.0008,     283,    0.0004,      78,    0.0002,     205,    0.0006,     454,    0.0007,     247,    0.0008,     207,    0.0006,    -157,   -0.0010,     -68,   -0.0008,     -89,   -0.0011,
 133,    -216,   -0.0013,    -111,   -0.0014,    -105,   -0.0013,       1,    0.0000,     129,    0.0016,    -128,   -0.0016,    -146,   -0.0004,    -626,   -0.0038,     480,    0.0029,     662,    0.0020,     607,    0.0037,      55,    0.0003,    -414,   -0.0013,    -375,   -0.0023,     -39,   -0.0002,    -184,   -0.0003,     114,    0.0003,    -298,   -0.0009,     242,    0.0004,     100,    0.0003,     142,    0.0004,     411,    0.0006,     202,    0.0006,     209,    0.0006,    -181,   -0.0011,     -87,   -0.0011,     -94,   -0.0011,
 134,    -237,   -0.0014,    -127,   -0.0016,    -110,   -0.0013,      -7,   -0.0000,     122,    0.0015,    -129,   -0.0016,    -153,   -0.0005,    -626,   -0.0038,     473,    0.0029,     677,    0.0021,     596,    0.0036,      81,    0.0005,    -419,   -0.0013,    -379,   -0.0023,     -40,   -0.0002,    -264,   -0.0004,      58,    0.0002,    -322,   -0.0010,     177,    0.0003,     107,    0.0003,      70,    0.0002,     371,    0.0006,     165,    0.0005,     206,    0.0006,    -207,   -0.0013,     -90,   -0.0011,    -117,   -0.0014,
 135,    -265,   -0.0016,    -146,   -0.0018,    -119,   -0.0015,     -20,   -0.0001,     109,    0.0013,    -129,   -0.0016,    -163,   -0.0005,    -615,   -0.0038,     452,    0.0028,     665,    0.0020,     569,    0.0035,      96,    0.0006,    -422,   -0.0013,    -390,   -0.0024,     -32,   -0.0002,    -334,   -0.0005,       6,    0.0000,    -340,   -0.0010,      95,    0.0001,      93,    0.0003,       2,    0.0000,     334,    0.0005,     139,    0.0004,     195,    0.0006,    -238,   -0.0015,     -81,   -0.0010,    -157,   -0.0019,
 136,    -297,   -0.0018,    -167,   -0.0020,    -130,   -0.0016,     -36,   -0.0002,      95,    0.0012,    -131,   -0.0016,    -177,   -0.0005,    -597,   -0.0036,     420,    0.0026,     618,    0.0019,     527,    0.0032,      91,    0.0006,    -425,   -0.0013,    -405,   -0.0025,     -20,   -0.0001,    -386,   -0.0006,     -34,   -0.0001,    -352,   -0.0011,       8,    0.0000,      59,    0.0002,     -51,   -0.0002,     298,    0.0005,     124,    0.0004,     174,    0.0005,    -269,   -0.0016,     -62,   -0.0008,    -207,   -0.0025,
 137,    -328,   -0.0020,    -188,   -0.0023,    -140,   -0.0017,     -57,   -0.0003,      82,    0.0010,    -139,   -0.0017,    -197,   -0.0006,    -579,   -0.0035,     382,    0.0023,     541,    0.0017,     476,    0.0029,      65,    0.0004,    -435,   -0.0013,    -423,   -0.0026,     -12,   -0.0001,    -417,   -0.0006,     -60,   -0.0002,    -357,   -0.0011,     -72,   -0.0001,       8,    0.0000,     -80,   -0.0002,     259,    0.0004,     117,    0.0004,     142,    0.0004,    -299,   -0.0018,     -41,   -0.0005,    -258,   -0.0031,
